id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
3775,08-13-25,1484,24,4,4,731.55,154.04,
3778,07-14-25,302,10,4,6,1398.06,312.54,
3783,2025-12-22,107,11,12,11,,109.04,
3786,06-24-25,561,40,11,5,69.08,-,
3791,2025/10/17,421,77,8,7,"-1.745,57","224,52",
3794,12-05-25,2956,46,11,7,1379.46,"186,95",
3798,13-07-2025,618,56,4,10,"1.586,02","158,05",
3804,19-04-2025,210,62,4,12,1690.38,"365,70",
3808,01-02-26,2023,19,15,12,"1,709.75",207.67,
3809,2025-01-20,452,13,8,10,796.89,"162,56",
3819,22/07/2025,521,71,10,10,684.01,-,
3822,19/01/2025,976,71,2,1,1552.57,218.13,
3829,2025-10-09,2410,6,9,3,,-,
3832,26/05/2025,3643,47,1,6,-,"163,19",
3836,28-06-2025,3522,22,5,10,"353,03",43.90,
3842,2025-01-29,1979,13,12,5,1757.85,234.84,
3856,,2891,46,7,2,291.59,,
3857,01-20-26,1491,61,8,9,1222.00,"179,29",
3867,2026/01/11,2244,34,8,7,1740.63,87.84,
3879,07-02-25,2965,46,13,10,1634.85,"391,85",
3895,,737,54,13,11,-,32.41,
3900,2025-09-19,1698,23,9,10,1142.20,251.49,
3912,03-07-25,1425,19,10,6,799.88,-,
3921,18/07/2025,968,9,6,8,950.61,"127,60",
3925,06-11-25,1807,50,1,7,"1,002.13",182.37,
3948,,2270,73,12,3,"1.901,69",295.36,
3952,20/02/2026,3830,47,11,9,1278.31,,
3965,,444,65,14,9,1532.98,331.11,
3969,2025-02-28,1847,5,3,10,,19.31,
3971,06-22-25,1668,71,3,2,"1,469.07","73,72",
3978,29/11/2025,403,45,14,1,"1.410,17",207.29,
3979,,380,55,10,12,"614,49",141.75,
3993,2025/04/30,969,7,7,7,873.86,50.77,
4026,27-02-2025,623,73,6,5,498.97,47.59,
4030,2025/01/02,1422,67,2,7,-1790.26,"347,32",
4031,2025-08-23,729,56,8,7,"1,348.03",304.48,
4040,2025/08/09,2402,54,7,9,314.14,34.47,
4044,26-05-2025,2261,31,1,9,1906.68,378.49,
4058,24-09-2025,929,15,15,12,"1,509.76",339.11,
4064,01-13-26,1124,49,2,10,"1.672,62","141,18",
4066,09/07/2025,2596,55,13,1,332.56,44.17,
4076,2025/06/01,812,79,11,7,,294.01,
4081,26/11/2025,392,79,11,11,"1.669,78",159.43,
4082,2025/11/21,2139,15,6,10,1358.23,"243,45",
4083,2025-04-06,2346,51,9,10,,89.93,
4087,10-01-25,1963,80,14,5,1997.46,"258,92",
4090,12-01-25,2949,34,8,10,"1,233.95","227,25",
4091,27/06/2025,2814,6,1,12,398.75,64.98,
4098,13-02-2025,2089,71,9,8,540.62,54.69,
4138,2025/05/19,1991,63,15,8,,270.55,
4140,12-10-25,312,1,6,3,"1,379.15",-,
4150,04/04/2025,1177,2,9,12,826.95,64.02,
4157,02-01-2025,2832,33,8,7,"1,514.84",367.33,
4167,2025-09-06,917,54,6,1,967.10,88.55,
4169,,1349,51,11,4,"498,98",109.56,
4174,2025/04/12,255,50,10,11,"331,86",,
4175,,2209,5,15,1,408.05,"45,69",
4198,2025/11/24,1450,6,14,9,871.47,-,
4212,2025-01-26,1389,60,11,2,"1,955.85",413.64,
4231,28-01-2025,450,17,3,11,448.12,34.57,
4234,06-06-2025,1839,9,8,7,"1.274,36","231,90",
4235,2025-11-03,1961,28,8,9,880.41,73.60,
4247,09/06/2025,281,18,3,3,-,23.26,
4255,15-01-2025,3654,22,10,5,"1.304,86",127.69,
4259,01-13-26,131,55,15,2,1162.84,260.52,
4261,17-06-2025,783,23,5,5,1937.51,333.93,
4266,19-06-2025,2577,43,9,5,747.78,"179,80",
4267,19/10/2025,461,18,12,2,532.72,113.62,
4276,10/02/2025,1828,51,10,4,263.88,14.84,
4288,04-25-25,124,1,5,11,"1,724.22","208,97",
4293,2025/08/30,2208,47,5,6,1599.11,"181,41",
4296,2025-09-10,1095,63,10,12,"995,83",146.27,
4331,,2066,68,7,11,101.95,-,
4333,2025-05-02,1471,53,2,10,1518.32,88.46,
4336,28-03-2025,48,58,2,3,194.97,,
4341,2025-11-07,2496,66,10,1,1827.34,214.50,
4355,2025/09/08,1394,65,11,6,1623.60,112.17,
4379,2026/02/14,1088,11,15,6,-,"198,40",
4384,2025-12-01,2883,16,1,8,,172.97,
4401,2025/06/01,1657,36,9,5,"1,725.55",116.27,
4403,22-02-2025,327,17,11,3,969.65,,
4405,30-03-2025,2010,112,1,8,0.00,"137,98",
4410,2025-06-06,2984,29,9,6,"1.433,23",220.54,
4411,2025/08/13,2394,71,15,4,125.71,11.02,
4417,21/12/2025,2596,70,11,3,1119.27,"242,41",
4433,13-01-2026,130,23,8,5,1477.07,249.81,
4450,2025/06/22,2761,56,9,2,1133.42,184.17,
4459,2025/07/27,821,69,1,8,"1.629,64",272.16,
4467,06-10-25,70,40,3,6,1071.12,200.04,
4470,20-05-2025,995,40,3,1,,,
4475,2026-02-13,2217,32,10,1,215.71,"19,80",
4478,22-10-2025,2853,25,12,3,,"253,34",
4489,2026/01/26,1171,43,8,6,825.17,"177,42",
4490,2025-11-23,937,26,15,4,,,
4495,30/10/2025,1372,61,12,6,528.52,81.00,
4496,2025/03/24,292,30,3,11,838.08,159.87,
4505,,2589,74,14,3,"319,45",68.75,
4514,2025-01-23,2464,2,13,1,1754.21,160.27,
4517,2025-05-01,1848,26,13,4,"1.752,43",-,
4521,2025/01/16,2150,16,1,10,,21.74,
4522,2025/02/14,2690,52,5,3,-145.01,7.58,
4526,2025-04-20,360,6,7,1,"75,19",,
4533,03/11/2025,473,47,8,3,"811,37",66.28,
4542,2026-02-14,1846,43,4,3,"1,498.87",192.34,
4543,05-12-2025,1063,44,1,3,"279,84",30.22,
4544,2025-04-20,759,52,2,5,764.40,,
4555,09-13-25,719,62,15,2,,108.78,
4565,09-16-25,1398,31,9,2,1324.33,,
4574,10-17-25,2457,70,2,9,"1.006,80",100.59,
4584,05-13-25,2290,69,1,11,"195,52",18.07,
4587,2026-02-16,1792,29,2,3,174.92,,
4589,2025-07-10,783,10,13,2,341.05,57.19,
4592,2025-03-12,1585,55,5,10,,"488,57",
4593,2025-05-27,1526,21,9,8,"1.678,32",310.65,
4606,23/12/2025,2524,62,15,3,"1.387,85","193,41",
4610,,2291,25,3,10,-,,
4611,,1425,10,7,9,1477.67,315.19,
4630,2025-03-18,1149,36,11,9,815.46,138.62,
4648,2025-02-12,1409,30,13,5,480.11,115.90,
4661,06/01/2026,1988,47,1,5,,37.91,
4662,2025/12/10,535,75,4,7,,39.81,
4668,2026-01-09,1385,19,12,1,1271.02,235.76,
4673,2025/12/07,1292,72,13,9,,120.11,
4679,15/12/2025,1320,26,13,8,875.88,,
4680,19/05/2025,2365,21,11,8,,"228,03",
4683,24-05-2025,2516,18,11,12,1689.44,340.79,
4699,2025/12/03,509,11,12,8,"1,567.40",358.09,
4702,29/01/2026,2287,30,8,2,1753.65,"151,78",
4705,28-11-2025,551,70,7,6,,,
4708,02-25-25,2596,32,10,9,"217,49",-,
4709,07/03/2025,1808,8,12,11,1010.07,102.69,
4718,2025-07-13,2830,95,13,2,1756.78,-,
4721,10-01-2025,2410,32,2,12,,274.40,
4736,,1974,72,10,7,,,
4756,01-27-26,512,41,6,1,,2948.15,
4773,13/06/2025,145,66,2,6,,133.47,
4814,19-09-2025,631,53,5,6,0.00,381.58,
4816,2025/04/10,1503,72,5,12,,124.17,
4826,17-02-2025,1993,36,13,12,328.04,53.97,
4833,10/02/2026,1098,20,6,12,1783.43,"127,31",
4838,2025-11-07,1424,46,5,8,269.75,,
4845,16/04/2025,999,54,15,8,128.64,16.33,
4847,2025/07/25,272,1,2,9,"146,56",-,
4860,06/07/2025,1346,10,14,8,59.89,,
4861,,1923,77,15,1,1634.72,,
4868,03/12/2025,2855,16,4,2,1334.77,140.15,
4871,05/02/2026,1210,48,12,5,"409,37",-,
4875,2025-01-14,2472,10,15,8,1510.66,,
4884,,792,19,1,10,,307.19,
4917,2025/04/17,1869,40,11,11,698.68,121.99,
4924,23/11/2025,1274,6,10,6,-,30.59,
4926,25/07/2025,1739,69,1,10,896.03,"1.451,33",
4947,2025/06/22,2882,58,9,9,"507,21",106.75,
4955,,2116,48,6,6,,104.37,
4962,2025-08-29,170,27,15,10,102.46,"12,58",
4963,,2516,13,10,9,"1.545,08",178.10,
4971,01/04/2025,555,36,7,2,"964,14",187.31,
5000,,2710,71,7,4,,"146,36",
5009,04-21-25,1859,38,15,6,-,,
5010,2025/12/14,131,77,3,3,"1,501.10",212.91,
5022,10-22-25,708,56,12,8,266.42,65.18,
5028,01-15-26,3738,38,9,2,239.72,"16,06",
5038,2025-05-15,886,21,3,12,,13.98,
5056,2025/10/04,893,46,7,2,245.49,,
5057,2025-10-09,993,25,3,7,1045.52,,
5058,2025-01-05,2795,40,8,8,,174.38,
5061,2026-02-08,2782,70,11,1,391.62,94.63,
5062,,554,50,9,10,903.57,190.75,
5063,2025/06/26,2075,22,8,2,1460.93,-,
5069,2025-02-09,1856,42,2,7,"1,719.94","217,87",
5073,02-17-26,1265,52,15,10,"1.447,98",85.08,
5075,,2208,37,4,9,1851.49,"340,26",
5078,01-29-26,2329,8,14,10,"1.094,58","55,56",
5081,10-01-2026,2837,19,13,5,944.00,-,
5085,2025/09/18,1204,78,13,8,"66,61",16.38,
5091,30-01-2025,1610,80,5,4,,220.40,
5093,21-08-2025,1858,66,10,3,"1.118,84",181.73,
5094,01-29-25,523,17,14,7,999.09,,
5096,19/03/2025,327,66,4,6,1225.37,290.99,
5097,2025-09-22,532,29,10,3,1822.55,220.15,
5099,2025-01-08,1611,13,2,7,513.29,"84,43",
5104,08-30-25,1978,72,4,4,"1,834.74","308,90",
5109,09-26-25,2888,33,4,9,"1.462,48",117.03,
5111,,2509,25,1,5,201.36,31.05,
5146,18/02/2026,1407,16,13,4,"1.165,26","90,03",
5168,19/10/2025,2407,43,3,11,,326.43,
5171,06-01-2026,458,13,6,4,"1.084,33",220.67,
5183,01-10-25,387,6,14,4,"428,57",69.70,
5187,24-06-2025,1171,66,13,3,,-,
5188,2026-01-26,236,69,14,12,"832,86",83.33,
5192,2025-12-06,1210,12,8,11,"1.960,19",363.66,
5196,,710,7,1,9,304.67,69.68,
5209,09/10/2025,913,3,11,3,"622,99",107.04,
5239,2025-09-03,35,16,8,8,165.09,25.11,
5249,2025/08/15,2897,44,14,9,101.87,8.35,
5277,2025-02-21,1667,22,7,6,1416.26,207.25,
5285,2025/09/02,945,77,4,2,862.17,122.22,
5300,03-13-25,663,22,14,12,1346.62,334.22,
5325,19/04/2025,1842,23,3,10,"180,48",18.84,
5329,,2625,55,2,11,"1,662.12",228.10,
5336,2025/04/24,2502,39,15,5,709.61,42.05,
5366,21/01/2025,438,3,1,5,"404,15",,
5368,01-25-26,1791,10,2,12,"1,505.13",-,
5391,17/02/2026,2265,42,1,12,834.41,75.24,
5411,2025-09-01,2612,42,7,3,1694.12,222.54,
5412,06-01-25,2597,28,5,5,964.86,136.14,
5423,2025/08/08,188,62,14,4,,9.60,
5431,18-03-2025,1273,16,4,11,"1,689.95",186.29,
5435,2026-01-17,2705,27,11,11,"1.614,48",,
5442,03-23-25,2483,78,3,6,1148.04,112.91,
5453,02-11-25,646,79,9,12,1485.08,296.69,
5466,,2169,24,7,7,0.00,60.74,
5470,12-05-2025,1539,32,7,8,,137.78,
5477,26-06-2025,2481,77,9,9,348.82,77.45,
5488,29-01-2026,881,47,10,5,"1.660,92",245.61,
5496,2025/04/03,819,61,9,7,-,"38,29",
5498,06/01/2025,2336,17,1,7,1677.16,346.75,
5504,27/06/2025,2192,76,4,9,1203.65,-,
5507,14-04-2025,901,77,8,3,"1,969.55","415,29",
5508,2025/08/26,933,33,14,1,140.59,29.22,
5509,01-23-26,787,69,11,1,693.47,"73,17",
5510,,2370,41,12,1,195.00,30.63,
5515,2025/08/21,2022,60,9,11,211.67,,
5517,15-08-2025,2933,63,5,11,364.89,83.36,
5518,28/03/2025,390,14,9,11,1867.27,175.38,
5525,2026/02/16,2122,44,3,6,-438.87,32.09,
5534,18/07/2025,2205,4,2,11,"178,36","36,57",
5548,06-17-25,2822,45,10,7,"1.627,48",241.30,
5552,11-06-25,2884,39,14,9,1552.63,105.05,
5557,01-22-26,1599,30,6,7,,"194,88",
5563,2025-10-30,1272,2,4,3,"1,308.52",1741.39,
5580,2025/06/16,1465,35,6,8,577.83,,
5581,2025-05-18,2403,23,1,10,942.01,144.05,
5583,2025/01/10,2528,2,14,11,,12.18,
5584,,1615,76,8,10,"-1,675.76",307.37,
5590,09-26-25,340,64,5,12,"1.674,82",364.31,
5592,06-07-25,985,74,1,6,1009.21,,
5631,2025-02-07,1023,63,5,3,1969.96,319.86,
5632,23/10/2025,2802,13,5,1,-,,
5645,04-01-2026,38,4,15,2,"963,91","72,32",
5661,2025/01/02,2177,2,6,7,1075.21,258.17,
5666,2025/08/21,2203,16,15,8,889.73,89.54,
5681,2025-04-28,1375,77,1,6,1725.81,-,
5689,08-09-25,413,23,10,9,-,-,
5691,08-09-25,1833,40,6,8,-,"173,85",
5693,19-04-2025,414,7,6,7,"1,935.22",255.75,
5695,2025/07/28,2826,28,3,3,1107.05,228.24,
5701,01-29-26,1439,23,9,1,"253,31","53,28",
5710,,746,19,7,6,1791.91,"407,33",
5730,08-05-2025,2761,8,1,9,1563.88,356.96,
5747,2025/09/29,2245,57,1,4,"1.759,08",387.22,
5748,24-01-2025,996,26,13,2,,96.69,
5755,07-11-25,1890,25,15,7,577.03,84.37,
5772,2025-05-01,1432,78,4,3,,237.24,
5778,06-18-25,2411,12,11,8,"1.026,65","110,23",
5782,11/07/2025,930,44,15,4,,82.46,
5794,19/09/2025,626,16,6,2,"1,585.67",,
5801,02-19-26,526,11,3,3,,,
5805,17/09/2025,849,35,13,8,488.21,108.99,
5821,2025/02/24,1023,35,9,4,-,53.55,
5823,27-04-2025,478,40,1,9,"309,76","67,22",
5834,2025-10-12,1150,32,15,6,50.92,,
5837,2025/08/21,2348,37,13,7,"1,034.31","169,92",
5842,2025-08-02,968,28,11,10,507.15,121.40,
5856,,812,12,7,1,1442.31,316.63,
5857,,1908,18,10,6,"1,492.80",214.96,
5861,2025/11/16,2035,66,10,11,813.24,,
5864,28-09-2025,1948,65,15,7,"1,415.61",77.83,
5867,,2801,29,4,8,960.25,151.86,
5870,2025-08-08,1038,23,11,10,0.00,248.00,
5871,28-03-2025,2366,3,1,10,161.20,11.48,
5878,01-12-25,2865,22,1,10,568.70,69.94,
5903,2025-04-07,1636,68,15,2,573.03,60.33,
5932,02-03-2025,1174,41,5,9,-,"29,14",
5933,09-11-25,216,70,15,8,"1.719,24",,
5936,05-25-25,976,49,10,8,"427,06",65.46,
5944,20/02/2025,2261,14,4,11,"105,36",,
5945,01-10-25,2804,27,10,8,537.21,60.47,
5946,2025-11-01,2322,52,6,1,-,52.23,
5957,2025/09/22,378,78,14,5,,"106,14",
5960,19-07-2025,971,18,9,1,1509.91,325.45,
5963,09-10-2025,1334,42,7,2,,,
5969,31-10-2025,1773,70,14,10,136.86,29.35,
5982,2025/10/03,317,42,6,2,"1,598.80",,
5990,04/02/2025,1058,74,5,10,"1,494.13","187,64",
5991,07-15-25,2642,68,15,4,,134.22,
5998,,1419,21,5,10,"1,232.55",221.47,
6005,2025-10-30,672,69,6,4,-,-,
6035,,1306,37,2,6,"226,29","53,04",
6043,2025-10-02,1097,24,15,5,"1.091,84",,
6046,29-01-2026,2181,6,11,8,"1,185.44",91.66,
6059,06-01-2026,2341,25,10,2,386.02,,
6062,12-05-25,2019,4,10,4,"1.123,06",-,
6067,,122,48,11,11,993.19,"88,17",
6070,2025/06/11,2757,53,5,1,163.07,34.55,
6082,16/04/2025,633,35,5,3,1710.72,-,
6104,2025/11/10,716,49,11,1,1936.56,282.90,
6110,,133,69,15,9,"264,32",,
6120,2025/04/15,1255,100,15,5,1760.92,232.10,
6125,28-06-2025,1831,35,4,4,292.15,57.64,
6136,2025/11/13,311,63,2,2,92.37,-,
6146,2025/04/14,1175,34,12,12,520.75,,
6156,2025-09-06,2071,80,15,1,,2146.04,
6161,01-10-26,1646,40,8,9,"1,695.51",,
6168,04-10-25,2023,26,5,11,384.04,90.25,
6171,2025-08-09,1973,35,12,8,,201.05,
6182,04-17-25,2471,61,13,2,347.42,24.78,
6195,06-11-2025,1968,12,3,1,506.12,"42,86",
6196,2025/05/31,264,9,3,4,54.12,7.71,
6201,27-03-2025,2237,6,4,9,,"97,67",
6204,2025-07-13,1849,41,10,1,,60.04,
6207,24-08-2025,371,41,4,10,"1,197.50",260.24,
6211,2025-01-27,2619,14,14,1,320.64,63.07,
6214,02-15-25,147,72,10,9,180.30,"9,37",
6218,,2911,72,4,12,1765.71,262.84,
6223,07-14-25,1525,14,7,11,749.55,"84,69",
6249,03-12-2025,1912,39,15,4,1331.71,"319,20",
6252,2025-12-11,542,27,14,11,535.56,,
6255,2025/01/20,2179,67,11,12,390.68,,
6261,01-02-26,147,76,15,3,966.04,1527.15,
6273,2025/09/12,867,12,3,8,"1,494.25",103.08,
6278,23/03/2025,1797,39,1,7,"190,15",33.04,
6297,12-31-25,2939,34,10,12,1777.96,"1,961.78",
6298,2025-03-26,447,29,7,2,"189,65",-,
6300,11-01-2025,2128,30,13,3,1615.20,"2.151,45",
6323,2025-06-22,677,50,1,8,704.68,136.73,
6336,08-05-25,2874,60,8,6,204.86,44.05,
6344,,359,38,6,11,,66.04,
6345,13-11-2025,116,5,8,4,1446.59,275.17,
6346,05/06/2025,258,58,3,7,"177,60",,
6351,2025/09/20,130,22,10,3,1988.94,295.86,
6362,10-19-25,580,64,15,4,286.11,,
6366,2025-12-07,1102,11,1,12,1113.17,108.92,
6369,07/01/2025,2078,28,6,10,"959,41","108,80",
6374,2026-01-26,377,38,7,8,"203,15",44.39,
6375,2025-10-26,2507,59,9,2,1149.94,285.04,
6379,12/06/2025,2128,12,15,8,1924.83,351.78,
6382,2025-06-03,70,57,2,12,-,28.89,
6386,2026/01/10,500,11,6,5,61.20,5.86,
6414,2025-10-20,1561,1,7,7,"1.497,23",330.59,
6419,02-18-26,574,78,10,8,"1.418,85",133.68,
6421,03-15-25,3540,5,4,1,"945,34",51.74,
6457,2025-07-13,1309,10,7,4,,36.54,
6473,25/09/2025,2747,22,12,1,"337,77","24,54",
6497,16-07-2025,1789,64,1,10,1811.43,213.14,
6503,2026/01/01,615,80,11,5,511.41,35.39,
6512,25/12/2025,365,23,15,6,"1.337,83",118.28,
6515,2025-06-01,2448,46,2,1,-,140.99,
6532,16/02/2026,2346,15,14,12,,16.24,
6540,13-01-2026,1212,4,10,3,1172.53,137.34,
6545,06-12-2025,2502,50,13,2,"1.071,25",124.35,
6557,30/01/2025,1852,61,6,11,753.42,,
6578,,825,69,11,1,780.06,"152,01",
6582,2025/03/26,2196,25,1,3,581.91,"69,88",
6587,,284,21,4,9,1705.26,"179,03",
6590,03-20-25,2885,23,15,4,,"172,73",
6591,19/03/2025,8,9,2,4,113.14,8.51,
6592,2025/12/07,269,41,6,7,539.59,,
6606,02-17-25,970,49,2,10,127.41,26.96,
6607,10-09-25,2400,29,8,9,-,90.43,
6610,28-10-2025,2018,28,9,5,"789,11",97.05,
6619,04-08-25,1867,46,15,11,564.44,"98,42",
6634,03/01/2025,1823,60,6,4,"1,963.71",153.59,
6638,,415,39,12,9,"1,349.01",,
6654,21/01/2026,2103,7,6,2,75.48,10.16,
6655,2026-02-03,2923,69,15,1,"687,14",157.04,
6657,2025-04-11,877,63,7,1,"1.815,25",-,
6671,2026-01-23,2930,46,5,8,"544,57",77.51,
6673,2026/02/14,949,69,1,9,703.24,41.82,
6675,2025/10/23,1924,45,12,12,"1,639.60",-,
6679,,208,18,5,11,"1,809.13","232,91",
6693,12/05/2025,2716,64,13,1,"853,88",134.07,
6699,2026/01/05,756,14,6,6,"322,90",,
6708,07-01-2025,855,31,2,11,"1.696,04",,
6712,20-03-2025,882,3,12,5,1496.66,245.76,
6713,28-02-2025,927,16,7,9,"1.672,78",-,
6714,2025/01/18,546,25,11,9,1666.48,226.96,
6719,13/10/2025,883,20,12,3,1093.68,206.67,
6721,2025-03-02,1373,66,5,12,1058.96,,
6725,30-08-2025,1179,10,5,2,"1,083.14",70.32,
6743,10/04/2025,2983,26,7,4,-,"297,19",
6744,2025/10/28,2933,47,8,11,"1,879.49","224,39",
6750,,1006,60,15,6,"1.300,66",,
6751,18-10-2025,1916,71,1,9,,273.16,
6752,2025-01-22,2324,53,3,12,-,131.09,
6765,19-04-2025,2650,28,3,1,"1.330,95",98.88,
6769,14-03-2025,899,48,2,1,996.78,243.46,
6773,2025/11/18,911,7,11,2,65.21,-,
6774,,1353,57,15,1,"1.272,00","264,65",
6789,2025-04-16,1842,4,12,7,"1,084.12",-,
6799,2025-07-17,3633,76,12,9,902.15,,
6800,20/01/2026,653,55,9,3,,122.40,
6805,2026-01-30,1018,32,15,5,343.53,53.55,
6817,05/01/2026,2326,46,2,12,"1.657,54","199,55",
6819,10-09-25,995,56,8,8,1862.39,"198,01",
6821,10-22-25,818,10,2,1,-,111.04,
6824,2025-04-12,2868,31,8,6,255.92,35.22,
6829,2025/01/21,1305,22,11,1,1063.04,163.69,
6842,2025/09/06,3877,67,1,3,"249,80",35.58,
6854,2025-10-01,1373,33,4,1,1085.31,,
6855,24/11/2025,1553,26,12,8,614.54,57.69,
6863,2025/03/16,2216,34,2,12,802.98,111.20,
6864,2026-02-10,1935,46,15,3,,2146.08,
6879,13-01-2025,2449,27,1,5,1107.02,58.52,
6880,03-09-2025,309,23,13,2,"1.454,40",154.72,
6883,11-08-2025,346,41,6,11,966.88,"114,99",
6890,11-05-2025,726,28,4,9,"116,34",12.10,
6895,2025/09/01,1053,50,9,10,,178.15,
6899,,2579,46,1,8,1713.64,178.96,
6907,18/02/2026,2937,26,6,8,389.76,35.47,
6910,05-04-25,669,70,11,12,"1.869,49",232.19,
6912,26-01-2025,1469,58,14,7,,191.22,
6916,04-01-2026,279,15,8,6,"1.211,26","269,77",
6919,2025/04/23,1503,12,6,8,1707.43,257.89,
6924,,688,65,13,3,-399.95,48.27,
6946,2025/02/13,1186,57,13,11,1593.95,304.30,
6956,08-01-2026,3522,64,5,12,"1.695,53",145.18,
6968,,1583,43,6,4,,256.27,
6976,2025/09/03,1129,79,5,1,1687.23,208.66,
6984,2025-12-13,1368,33,10,4,1657.17,326.87,
6985,,882,67,11,6,869.54,,
6990,2025/06/05,223,64,3,5,650.38,105.29,
6995,,2868,46,5,9,-,,
7015,2025-03-17,328,13,10,12,701.79,62.06,
7017,22-11-2025,532,36,10,10,"1.338,31",154.64,
7018,21/05/2025,2277,79,4,7,496.91,66.33,
7020,27-06-2025,816,28,12,1,420.96,"56,62",
7040,24-12-2025,2174,59,3,8,,90.24,
7048,12-31-25,2802,95,12,3,701.29,129.68,
7056,2025/04/30,2324,48,15,3,"1.092,94",80.05,
7057,11/10/2025,1717,35,3,8,1811.50,"174,07",
7074,26/09/2025,763,65,11,5,958.76,87.15,
7077,08-13-25,2391,22,14,7,"1,628.61",343.63,
7084,06-11-25,232,53,9,11,1989.73,481.68,
7086,03/12/2025,702,24,4,9,342.71,55.68,
7106,,2964,70,1,8,"479,34",50.08,
7108,07-10-2025,205,67,13,11,"1.067,85",,
7109,12-23-25,1504,77,13,2,224.89,46.08,
7112,24/10/2025,2466,26,7,5,674.33,95.04,
7114,02-04-26,637,68,2,6,,179.54,
7117,20/03/2025,1862,103,4,2,"608,09","90,59",
7141,2025/11/18,2663,59,11,11,"1,980.41",406.34,
7142,06-13-25,969,72,10,3,365.78,40.87,
7146,30/01/2026,2578,75,12,5,-,,
7147,12/11/2025,303,56,15,2,"1,408.44",,
7148,02-14-25,994,80,1,2,-,318.91,
7157,09/01/2026,2531,66,9,6,906.37,217.79,
7158,,86,2,5,10,775.23,171.66,
7164,13/05/2025,191,39,13,10,1417.52,283.95,
7192,27-01-2025,2645,9,2,5,437.21,"773,82",
7201,06-14-25,1848,9,15,11,700.01,70.58,
7203,01-29-26,2283,74,8,7,,273.56,
7209,2025-04-30,1748,34,5,1,,"250,85",
7214,04-26-25,179,72,10,3,1702.25,333.27,
7216,2025/05/11,1058,33,11,8,234.30,55.71,
7218,02-01-2026,1534,39,15,11,1501.95,204.28,
7221,2025-05-23,2472,1,2,7,369.90,56.99,
7227,,2143,2,11,4,968.10,136.98,
7231,2025-11-26,2552,77,12,7,684.01,142.65,
7234,11-11-2025,1842,51,2,4,736.35,148.59,
7235,23-07-2025,1460,3,15,10,,295.64,
7243,07-06-2025,2952,46,1,9,538.04,62.65,
7253,2025-05-25,1303,59,2,7,,57.93,
7259,2025/06/16,1706,13,10,5,718.89,"123,77",
7263,01-19-26,2880,79,9,11,470.29,102.60,
7267,10-15-25,1882,66,10,9,"1.812,99",-,
7280,,2536,39,6,12,"1.266,34","131,10",
7289,13/11/2025,2221,43,11,2,"1.180,29","184,96",
7309,10-24-25,2881,48,8,12,-,97.94,
7312,26/02/2025,2391,2,12,1,412.79,,
7333,2025-09-26,1309,53,3,4,576.92,129.15,
7334,09/04/2025,1036,26,8,10,"1.283,25",300.22,
7337,12-07-25,1757,74,12,5,,,
7353,2025/09/04,2287,41,6,3,,237.79,
7367,2026-01-30,2795,30,8,5,,151.15,
7387,2025-08-10,2731,34,13,10,1631.06,373.72,
7402,2025/04/26,2763,79,13,7,492.55,"31,00",
7413,02-13-25,675,16,15,4,1754.02,231.75,
7422,2025/06/29,2095,71,3,11,75.49,11.47,
7423,03-15-25,1560,23,5,11,504.04,"88,32",
7440,23-12-2025,2275,22,11,8,"1.333,08",270.42,
7444,03-16-25,2211,70,2,11,"1,632.12","364,97",
7445,11/11/2025,2662,78,8,1,-,89.10,
7450,2025-06-07,1264,32,1,5,492.77,"30,36",
7461,18-05-2025,2464,1,12,10,564.21,101.97,
7463,30-06-2025,2577,1,5,6,"392,64",70.25,
7464,19/03/2025,359,3,4,3,"731,32",139.28,
7474,08/05/2025,630,73,13,5,1363.44,138.79,
7489,13/02/2026,1282,8,9,8,,-,
7494,2025-09-30,2351,30,14,9,-,34.13,
7505,,2676,54,5,12,"726,89",49.87,
7509,23-03-2025,1466,42,12,11,"1,809.79","394,04",
7511,10-09-25,805,50,12,7,829.42,"88,23",
7519,02/04/2025,1886,15,5,7,884.52,160.53,
7524,,1569,38,15,12,,"351,16",
7528,,1113,55,8,12,451.09,"72,43",
7542,2025/09/04,2886,6,2,7,996.58,,
7555,2025-02-06,1518,51,15,1,1672.41,"395,30",
7570,05-01-25,2507,22,5,3,,243.07,
7571,2025-10-25,2277,56,5,3,709.83,48.64,
7575,20/09/2025,1291,19,9,2,"920,37","186,15",
7582,14/12/2025,2696,38,5,4,,,
7584,2025/12/04,835,13,10,11,"1.932,45","359,05",
7610,02/03/2025,275,44,3,1,990.09,"155,53",
7616,2025/09/29,1375,46,11,12,"94,46","20,83",
7636,07-10-2025,2011,33,9,6,1828.22,189.16,
7637,2025-05-31,2787,71,10,8,"-1,066.29",224.32,
7640,24-11-2025,718,29,3,10,480.53,46.71,
7644,2025-09-28,1522,20,12,11,"1,818.01",227.58,
7647,08/02/2025,1568,36,14,5,351.58,26.69,
7653,,3000,7,14,1,1437.07,183.02,
7654,09-12-25,344,11,8,2,958.07,"214,54",
7655,30-11-2025,718,4,6,4,651.78,137.21,
7675,09-24-25,228,16,15,11,,"53,96",
7689,30-05-2025,2550,41,13,2,165.22,32.81,
7692,08-13-25,260,30,13,10,"1,996.44",249.09,
7693,2026/01/19,2601,75,7,9,579.06,"36,09",
7701,17/04/2025,3691,38,14,8,-,173.32,
