id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
762,18894,,11117.21,,fecha_error
763,21471,,7154.89,,fecha_error
765,23282,,1172.2,,fecha_error
766,11542,,,,"fecha_error,monto_error"
767,6334,,12486.42,Abierto,fecha_error
768,17775,,6684.29,Cerrado,fecha_error
769,14602,,3895.18,Abierto,fecha_error
770,13566,,9355.26,Abierto,fecha_error
771,25633,,,Cerrado,"fecha_error,monto_error"
772,12625,,11.63718,Cerrado,fecha_error
773,20762,,7728.89,,fecha_error
774,12939,,11202.95,Cerrado,fecha_error
775,13123,,3021.45,Rechazado,fecha_error
776,21701,,14.77214,Rechazado,fecha_error
777,25653,,13048.69,,fecha_error
778,466,,14257.82,,fecha_error
779,6799,,,Abierto,"fecha_error,monto_error"
780,11745,,9907.16,Abierto,fecha_error
781,3134,,11122.43,Cerrado,fecha_error
782,6674,,4364.59,Abierto,fecha_error
783,16516,,7.25318,,fecha_error
784,8863,,,Cerrado,"fecha_error,monto_error"
785,13180,,8136.02,,fecha_error
786,19362,,,,"fecha_error,monto_error"
788,19721,,,Cerrado,"fecha_error,monto_error"
789,24449,,12.583,Cerrado,fecha_error
790,9179,,,,"fecha_error,monto_error"
792,19152,,8222.52,,fecha_error
793,9967,,6.94375,,fecha_error
796,16905,,13179.02,Abierto,fecha_error
797,17041,,11.72806,Cerrado,fecha_error
799,11920,,8440.96,Abierto,fecha_error
800,1975,,8.29232,Abierto,fecha_error
802,6531,,14323.7,Cerrado,fecha_error
803,13409,,13826.32,Abierto,fecha_error
804,5193,,767.61,Abierto,fecha_error
806,23617,,10.17482,,fecha_error
808,8362,,14.55374,,fecha_error
809,3561,,4.36429,Abierto,fecha_error
810,11163,,6044.37,Abierto,fecha_error
811,22989,,14.49211,Cerrado,fecha_error
812,7450,,7610.44,Abierto,fecha_error
813,1969,,5.8586,Abierto,fecha_error
814,6170,2026-01-07,,,monto_error
815,9848,,1187.79,Abierto,fecha_error
817,5151,,,Cerrado,"fecha_error,monto_error"
818,14589,,11864.54,Abierto,fecha_error
819,5330,,9561.37,Rechazado,fecha_error
820,24370,,4963.22,Cerrado,fecha_error
821,17238,,,Abierto,"fecha_error,monto_error"
823,5148,,14.34042,Abierto,fecha_error
824,18973,,9516.18,Cerrado,fecha_error
825,22006,,5117.41,,fecha_error
826,12367,,9.96924,Cerrado,fecha_error
827,24558,,3709.87,Cerrado,fecha_error
828,2640,,8.60005,,fecha_error
830,11751,,,Abierto,"fecha_error,monto_error"
833,6103,,13.41106,Abierto,fecha_error
834,4637,2026-02-16,,Abierto,monto_error
835,16319,,9169.42,,fecha_error
836,23099,,688.22,Abierto,fecha_error
837,1687,,1640.78,Cerrado,fecha_error
838,1618,,,Abierto,"fecha_error,monto_error"
839,5627,2025-05-13,,Abierto,monto_error
840,12030,,,Rechazado,"fecha_error,monto_error"
841,4360,,12.73706,Abierto,fecha_error
842,19198,,10.78607,Abierto,fecha_error
843,6564,,13205.44,,fecha_error
844,5928,,5490.32,Cerrado,fecha_error
845,13175,,4442.61,Rechazado,fecha_error
846,16436,,5636.39,Rechazado,fecha_error
847,20614,,11.04211,,fecha_error
848,25755,,,Cerrado,"fecha_error,monto_error"
849,12309,,6366.94,Abierto,fecha_error
850,9751,,9186.57,Rechazado,fecha_error
851,17927,,50154.0,Abierto,fecha_error
852,12066,,2.2546,Cerrado,fecha_error
853,19756,,9050.18,Cerrado,fecha_error
855,2289,,1159.96,Rechazado,fecha_error
856,25525,,10.91567,Abierto,fecha_error
857,1484,,1471.64,Cerrado,fecha_error
858,2946,,12490.65,Rechazado,fecha_error
859,22653,,7300.88,Cerrado,fecha_error
860,15538,,14296.85,Abierto,fecha_error
861,12983,,,Rechazado,"fecha_error,monto_error"
862,18675,,10.46737,,fecha_error
863,6005,,13650.52,Cerrado,fecha_error
864,20430,,13.34256,Cerrado,fecha_error
865,21386,,,,"fecha_error,monto_error"
866,18456,,13.51454,Cerrado,fecha_error
867,3500,,9701.84,Abierto,fecha_error
868,6666,,853.04,,fecha_error
869,12599,,,Abierto,"fecha_error,monto_error"
870,15653,,8242.35,Rechazado,fecha_error
871,20090,,,Rechazado,"fecha_error,monto_error"
872,16566,,4539.83,Abierto,fecha_error
873,15212,,8365.73,Abierto,fecha_error
874,18047,,10000.73,Rechazado,fecha_error
875,18074,,13160.02,Cerrado,fecha_error
877,7112,,9381.6,,fecha_error
878,10168,,8.93521,Cerrado,fecha_error
879,15051,,10473.53,,fecha_error
880,11799,,,Cerrado,"fecha_error,monto_error"
882,15099,,6468.18,Rechazado,fecha_error
884,2828,,,Cerrado,"fecha_error,monto_error"
885,12659,,9.22407,,fecha_error
886,9085,,,,"fecha_error,monto_error"
887,15902,,4924.89,Cerrado,fecha_error
889,3295,,3508.23,Abierto,fecha_error
890,12963,,4734.11,Rechazado,fecha_error
891,5149,,8959.0,,fecha_error
892,477,,,,"fecha_error,monto_error"
893,15751,,4.97942,,fecha_error
894,20520,,5313.13,,fecha_error
896,19486,,,Rechazado,"fecha_error,monto_error"
897,15786,,7020.23,Cerrado,fecha_error
898,9095,,12669.98,,fecha_error
899,13030,,348.08,Cerrado,fecha_error
900,17242,,4820.85,Rechazado,fecha_error
903,24211,,1.90688,Cerrado,fecha_error
904,20112,,-14404.26,Abierto,fecha_error
905,19964,,862.86,Cerrado,fecha_error
906,11499,,10802.07,Rechazado,fecha_error
907,10899,,,Abierto,"fecha_error,monto_error"
908,22889,,,Abierto,"fecha_error,monto_error"
909,23985,,10199.91,Rechazado,fecha_error
910,15374,,,Abierto,"fecha_error,monto_error"
911,7753,,,,"fecha_error,monto_error"
912,7100,,,Rechazado,"fecha_error,monto_error"
913,24281,,559.31,Rechazado,fecha_error
914,3674,,82239.0,Abierto,fecha_error
915,22534,,,Abierto,"fecha_error,monto_error"
918,7889,,9589.21,Rechazado,fecha_error
919,1612,,3709.68,Abierto,fecha_error
920,13269,,8.35784,,fecha_error
921,635,,8664.03,Rechazado,fecha_error
922,21030,,9249.04,Abierto,fecha_error
923,15771,,4528.7,Cerrado,fecha_error
925,13202,,9733.32,Abierto,fecha_error
926,12960,,,Cerrado,"fecha_error,monto_error"
927,9497,,8.75613,,fecha_error
929,7077,,,,"fecha_error,monto_error"
931,10395,,9407.13,,fecha_error
932,18329,,12118.68,Cerrado,fecha_error
934,8280,,,Rechazado,"fecha_error,monto_error"
935,9187,,9943.93,Rechazado,fecha_error
936,20440,,9.41271,Rechazado,fecha_error
937,17087,,11.58854,Rechazado,fecha_error
938,21310,,1907.58,,fecha_error
941,8357,,6.45951,Abierto,fecha_error
942,20787,,3926.48,,fecha_error
943,21096,,,Cerrado,"fecha_error,monto_error"
944,16392,2025-11-02,,Cerrado,monto_error
945,3389,,3574.17,Abierto,fecha_error
946,6105,,7893.41,Abierto,fecha_error
947,25720,,,Cerrado,"fecha_error,monto_error"
950,12819,,,,"fecha_error,monto_error"
951,23831,2026-01-17,,Rechazado,monto_error
952,9363,,,Abierto,"fecha_error,monto_error"
953,13907,,11543.65,Cerrado,fecha_error
954,5140,,8041.41,Rechazado,fecha_error
955,20635,,3080.23,Rechazado,fecha_error
956,2405,2025-05-20,,Rechazado,monto_error
957,24483,,11523.16,Abierto,fecha_error
958,7503,,11.06301,,fecha_error
959,23727,2026-01-02,,Abierto,monto_error
960,1448,,10946.39,,fecha_error
961,7305,,,,"fecha_error,monto_error"
962,6145,,,Abierto,"fecha_error,monto_error"
963,23266,,,Cerrado,"fecha_error,monto_error"
964,17969,,,Cerrado,"fecha_error,monto_error"
965,1471,,11318.24,Cerrado,fecha_error
966,18796,,3648.68,Cerrado,fecha_error
968,5183,,7366.53,Abierto,fecha_error
969,16047,2025-04-21,,,monto_error
970,15665,,10080.9,Abierto,fecha_error
971,3878,,13000.22,Cerrado,fecha_error
972,8783,,11.85224,Abierto,fecha_error
973,826,,8506.95,,fecha_error
974,9936,,,,"fecha_error,monto_error"
976,13491,,14763.99,,fecha_error
977,24253,,2.09245,Abierto,fecha_error
979,21383,,,Abierto,"fecha_error,monto_error"
980,12364,,,Abierto,"fecha_error,monto_error"
981,7969,,6736.39,Abierto,fecha_error
982,2212,,9426.16,Abierto,fecha_error
983,6254,,1.57627,Cerrado,fecha_error
984,23321,,6275.77,,fecha_error
985,13966,,,Abierto,"fecha_error,monto_error"
986,11266,,10351.13,,fecha_error
987,285,,2.40718,Cerrado,fecha_error
988,13768,,13.57071,Abierto,fecha_error
989,8745,,6.80915,Rechazado,fecha_error
991,22158,,7.63727,,fecha_error
992,2475,,,Abierto,"fecha_error,monto_error"
993,2043,,8645.4,Cerrado,fecha_error
994,14120,,,Abierto,"fecha_error,monto_error"
995,25741,,12613.58,Cerrado,fecha_error
996,21960,,86032.0,Abierto,fecha_error
997,24838,2025-11-15,,Abierto,monto_error
998,24397,,8487.11,Cerrado,fecha_error
999,25689,,,Abierto,"fecha_error,monto_error"
1000,18897,,354.26,,fecha_error
1001,3875,,4.02789,,fecha_error
1002,17643,,,Cerrado,"fecha_error,monto_error"
1003,22903,,14621.41,Abierto,fecha_error
1004,25647,,10.85563,Cerrado,fecha_error
1005,1804,,11494.27,,fecha_error
1007,5235,,3436.21,Rechazado,fecha_error
1008,23461,,,,"fecha_error,monto_error"
1009,595,,12266.0,Cerrado,fecha_error
1010,766,,1055.61,Cerrado,fecha_error
1011,21442,,13421.57,Cerrado,fecha_error
1012,4651,,8060.87,Cerrado,fecha_error
1013,20157,,,Cerrado,"fecha_error,monto_error"
1014,1892,,,Abierto,"fecha_error,monto_error"
1015,3822,,4198.73,,fecha_error
1016,16618,,2878.66,Rechazado,fecha_error
1017,25716,,,Cerrado,"fecha_error,monto_error"
1018,21542,,8.34828,Rechazado,fecha_error
1019,17243,,7585.45,,fecha_error
1020,20476,,9638.23,,fecha_error
1021,6409,,,Abierto,"fecha_error,monto_error"
1022,22714,,2551.17,Cerrado,fecha_error
1023,24296,,2166.64,Rechazado,fecha_error
1025,4210,,9442.08,Abierto,fecha_error
1026,12458,,,Cerrado,"fecha_error,monto_error"
1027,15572,,12459.2,Cerrado,fecha_error
1028,3752,,,Abierto,"fecha_error,monto_error"
1031,15756,,3056.54,,fecha_error
1032,3331,,13707.48,Abierto,fecha_error
1033,4230,,11.48162,,fecha_error
1035,12033,,,Cerrado,"fecha_error,monto_error"
1036,17772,,10598.48,Rechazado,fecha_error
1037,23259,,10301.15,Rechazado,fecha_error
1038,8757,,58168.0,Abierto,fecha_error
1039,25599,,,Cerrado,"fecha_error,monto_error"
1041,10322,,5303.75,Cerrado,fecha_error
1042,8757,,2.91819,Abierto,fecha_error
1043,4254,,11298.38,Cerrado,fecha_error
1044,22668,,930.74,,fecha_error
1045,10458,,5.35552,,fecha_error
1046,6717,,,Abierto,"fecha_error,monto_error"
1047,15632,,4927.0,Abierto,fecha_error
1050,18759,,14.75413,Abierto,fecha_error
1051,8317,,10.46032,Rechazado,fecha_error
1052,10082,,93354.0,Cerrado,fecha_error
1053,8739,,13.25669,Abierto,fecha_error
1054,178,,8796.59,Abierto,fecha_error
1055,20636,,8440.05,,fecha_error
1056,3455,,4182.88,Rechazado,fecha_error
1057,12563,,8110.11,Abierto,fecha_error
1059,14253,2025-08-26,,Rechazado,monto_error
1060,19021,,6011.35,,fecha_error
1061,25739,,10090.98,Abierto,fecha_error
1062,9345,,,,"fecha_error,monto_error"
1063,10311,,506.85,,fecha_error
1064,20345,,,Cerrado,"fecha_error,monto_error"
1065,21567,,10277.84,Abierto,fecha_error
1066,13573,,,Rechazado,"fecha_error,monto_error"
1067,3241,,2155.91,Rechazado,fecha_error
1068,22744,,6905.13,Abierto,fecha_error
1070,14008,,13456.22,,fecha_error
1071,6778,,5828.56,Abierto,fecha_error
1074,15640,,1922.21,Cerrado,fecha_error
1076,18032,,7758.51,,fecha_error
1077,6270,,1997.62,Abierto,fecha_error
1078,13241,,7515.7,,fecha_error
1079,11635,,14.29679,Abierto,fecha_error
1081,7513,,,Abierto,"fecha_error,monto_error"
1082,5493,,14.66607,,fecha_error
1084,2742,,4897.88,Rechazado,fecha_error
1085,10737,,5919.75,Abierto,fecha_error
1086,20808,,,Cerrado,"fecha_error,monto_error"
1087,10117,,4498.53,Cerrado,fecha_error
1088,22336,,6.99068,Cerrado,fecha_error
1089,22409,,11798.06,Cerrado,fecha_error
1091,5775,,2220.73,,fecha_error
1092,17119,,,Abierto,"fecha_error,monto_error"
1093,14884,,4005.29,Rechazado,fecha_error
1094,3560,,,,"fecha_error,monto_error"
1096,6981,,,,"fecha_error,monto_error"
1098,19355,,7889.33,Abierto,fecha_error
1102,25677,,6992.09,Abierto,fecha_error
1103,15069,,12.72161,Abierto,fecha_error
1105,18411,,,,"fecha_error,monto_error"
1106,11451,,5959.99,,fecha_error
1108,7405,,3579.1,Rechazado,fecha_error
1109,21960,,234.11,Abierto,fecha_error
1110,7307,,6284.09,Abierto,fecha_error
1111,14354,,,,"fecha_error,monto_error"
1112,16501,,5502.88,Cerrado,fecha_error
1113,24868,,6794.36,,fecha_error
1114,17658,2025-06-09,,,monto_error
1115,2855,,4674.38,Cerrado,fecha_error
1116,15493,,9778.99,Cerrado,fecha_error
1117,21480,,,Cerrado,"fecha_error,monto_error"
1118,23771,,8827.3,,fecha_error
1119,24714,,11083.46,Rechazado,fecha_error
1120,13861,,11213.71,,fecha_error
1121,20858,,79570.0,Cerrado,fecha_error
1122,12929,,3493.27,Abierto,fecha_error
1123,6641,,1.08295,Abierto,fecha_error
1124,3461,,10686.06,,fecha_error
1125,25600,,13156.95,Cerrado,fecha_error
1126,3841,2025-05-28,,Cerrado,monto_error
1127,10355,2025-02-15,,Rechazado,monto_error
1128,14020,,4.52174,Rechazado,fecha_error
1129,9207,,1999.09,,fecha_error
1130,688,,1651.92,Cerrado,fecha_error
1131,19776,,749.79,Abierto,fecha_error
1132,23813,,13473.39,,fecha_error
1133,16811,,,,"fecha_error,monto_error"
1134,5072,,,Cerrado,"fecha_error,monto_error"
1135,15345,,2.17694,Cerrado,fecha_error
1136,11801,,5310.68,,fecha_error
1139,6215,,13514.51,Abierto,fecha_error
1140,23028,,6684.61,Cerrado,fecha_error
1141,7917,,4405.51,Cerrado,fecha_error
1142,14020,,3255.1,Cerrado,fecha_error
1144,17946,,12781.95,Abierto,fecha_error
1145,2981,,1217.23,Abierto,fecha_error
1146,15338,,1484.94,,fecha_error
1147,20793,,3113.62,Rechazado,fecha_error
1149,19340,,14517.55,Cerrado,fecha_error
1150,23730,,,,"fecha_error,monto_error"
1151,3324,,6532.67,Abierto,fecha_error
1152,7979,,11.73304,Rechazado,fecha_error
1154,11248,,8.4406,Cerrado,fecha_error
1155,1189,,4509.87,Abierto,fecha_error
1156,15020,2025-09-24,,Cerrado,monto_error
1157,11302,,,Abierto,"fecha_error,monto_error"
1158,4891,,2632.99,Rechazado,fecha_error
1159,6964,,14016.53,Abierto,fecha_error
1161,21907,,53088.0,Cerrado,fecha_error
1162,12743,,9.76168,,fecha_error
1163,10671,,9755.75,,fecha_error
1164,23556,,3.97856,Abierto,fecha_error
1165,9198,,,Cerrado,"fecha_error,monto_error"
1166,24114,,3.47147,Rechazado,fecha_error
1167,286,,8397.54,Cerrado,fecha_error
1168,19075,,,Abierto,"fecha_error,monto_error"
1169,11760,,3075.23,Cerrado,fecha_error
1170,12816,,8627.81,Abierto,fecha_error
1171,6309,,7539.72,Cerrado,fecha_error
1172,10330,,,Rechazado,"fecha_error,monto_error"
1173,24937,,10267.29,Cerrado,fecha_error
1174,13,,,,"fecha_error,monto_error"
1175,14609,,2.39464,Abierto,fecha_error
1176,4604,,76824.0,,fecha_error
1177,20034,,1063.96,Abierto,fecha_error
1178,453,,4385.65,Abierto,fecha_error
1179,6385,,513.6,Rechazado,fecha_error
1180,19288,,1147.2,Cerrado,fecha_error
1181,801,,7.86308,Rechazado,fecha_error
1182,24739,,,Abierto,"fecha_error,monto_error"
1184,15381,,2152.09,,fecha_error
1185,15619,,5907.17,,fecha_error
1186,11436,,9269.46,Abierto,fecha_error
1187,20954,,4227.36,,fecha_error
1188,11278,,9954.49,Cerrado,fecha_error
1189,13758,,7538.65,Cerrado,fecha_error
1190,2561,,9708.16,,fecha_error
1191,24567,,8626.26,,fecha_error
1194,12360,,1257.06,,fecha_error
1195,1088,,,,"fecha_error,monto_error"
1196,10349,,9104.31,Cerrado,fecha_error
1197,22770,2025-12-02,,Abierto,monto_error
1198,1007,,,Cerrado,"fecha_error,monto_error"
1199,7316,,,Cerrado,"fecha_error,monto_error"
1200,14387,,1174.91,Cerrado,fecha_error
1201,10811,,,Abierto,"fecha_error,monto_error"
1202,15557,,11977.15,Abierto,fecha_error
1204,10792,,2449.52,,fecha_error
1205,2785,,,,"fecha_error,monto_error"
1206,15823,,9814.88,Cerrado,fecha_error
1207,1951,,7.07311,Abierto,fecha_error
1208,12085,,7.29234,,fecha_error
1209,20312,,1.54,Rechazado,fecha_error
1210,24186,,12984.46,Cerrado,fecha_error
1211,23782,2025-12-23,,Rechazado,monto_error
1212,18598,,5927.99,,fecha_error
1213,17164,2025-11-14,,,monto_error
1214,4547,2025-03-08,,,monto_error
1215,10385,,2146.77,Rechazado,fecha_error
1217,1757,,13977.45,Cerrado,fecha_error
1218,13968,,5718.28,Cerrado,fecha_error
1219,12303,,,Rechazado,"fecha_error,monto_error"
1220,11652,,9053.89,,fecha_error
1221,8298,2026-01-19,,Abierto,monto_error
1222,4761,2025-08-16,,,monto_error
1223,8808,,5726.65,Abierto,fecha_error
1224,12468,,13427.65,Rechazado,fecha_error
1225,23885,,12134.93,,fecha_error
1226,4251,,,Cerrado,"fecha_error,monto_error"
1227,25832,,,,"fecha_error,monto_error"
1228,2407,,5542.27,Cerrado,fecha_error
1229,405,,2902.16,,fecha_error
1230,10348,,14201.74,,fecha_error
1231,21623,2025-10-10,,Abierto,monto_error
1233,19055,,493.42,Rechazado,fecha_error
1234,18450,,9867.5,Cerrado,fecha_error
1235,8554,,9417.71,Abierto,fecha_error
1236,18995,,14867.87,Abierto,fecha_error
1238,9697,,1040.72,Cerrado,fecha_error
1239,21836,,12831.95,Rechazado,fecha_error
1240,16223,,277.84,,fecha_error
1241,21089,,1.04391,Cerrado,fecha_error
1242,16772,,,,"fecha_error,monto_error"
1243,7188,,2.97615,Cerrado,fecha_error
1244,12283,,7946.62,Abierto,fecha_error
1245,9315,,5.01898,,fecha_error
1246,22854,,2984.77,Cerrado,fecha_error
1248,23191,2025-01-21,,Cerrado,monto_error
1249,20643,,6978.95,Cerrado,fecha_error
1250,639,,10710.26,,fecha_error
1252,22472,,2721.9,Cerrado,fecha_error
1253,8538,,,Abierto,"fecha_error,monto_error"
1254,20454,,,Rechazado,"fecha_error,monto_error"
1255,5220,,11546.0,Rechazado,fecha_error
1256,19180,,4203.56,Abierto,fecha_error
1257,5501,,4.90582,Abierto,fecha_error
1258,16974,,3290.95,Abierto,fecha_error
1260,19935,,11443.65,,fecha_error
1261,10131,,8.86457,,fecha_error
1262,25653,,5950.12,Rechazado,fecha_error
1263,14945,2025-06-22,,Abierto,monto_error
1264,25585,,,Abierto,"fecha_error,monto_error"
1265,18782,,6593.27,Rechazado,fecha_error
1267,6892,,10.97597,Cerrado,fecha_error
1268,16249,,13.32322,,fecha_error
1269,21082,,,,"fecha_error,monto_error"
1270,12115,,9620.5,Abierto,fecha_error
1271,2456,,,Abierto,"fecha_error,monto_error"
1272,25857,,,Cerrado,"fecha_error,monto_error"
1273,2951,,10068.99,Abierto,fecha_error
1275,19288,,2725.82,,fecha_error
1276,280,,,Cerrado,"fecha_error,monto_error"
1277,20864,,1036.3,,fecha_error
1278,1004,,5515.78,Rechazado,fecha_error
1279,22809,,11632.79,Abierto,fecha_error
1280,4880,,4587.25,Cerrado,fecha_error
1281,9897,,5477.26,Rechazado,fecha_error
1282,12153,,14.1671,Abierto,fecha_error
1283,701,,9.49068,Cerrado,fecha_error
1284,7964,,,Cerrado,"fecha_error,monto_error"
1285,13726,,2496.81,Rechazado,fecha_error
1287,7682,,,Abierto,"fecha_error,monto_error"
1290,11498,,6656.02,Abierto,fecha_error
1291,5882,,,Rechazado,"fecha_error,monto_error"
1293,10643,,30303.0,Abierto,fecha_error
1294,23967,,13944.49,,fecha_error
1295,21960,,12.94358,,fecha_error
1296,5367,,2696.11,Cerrado,fecha_error
1297,3203,,,Rechazado,"fecha_error,monto_error"
1298,21679,,3205.53,Abierto,fecha_error
1299,1862,,3051.7,Abierto,fecha_error
1300,13633,,6440.54,,fecha_error
1301,4930,,499.17,Rechazado,fecha_error
1302,6501,,7922.05,,fecha_error
1303,264,,,Abierto,"fecha_error,monto_error"
1304,17185,,2.8633,Cerrado,fecha_error
1306,3099,,7877.21,,fecha_error
1307,17248,,,,"fecha_error,monto_error"
1308,20819,,12807.83,,fecha_error
1309,14353,,2.03784,Abierto,fecha_error
1310,12726,,3196.63,,fecha_error
1311,2315,,14201.32,,fecha_error
1312,2189,,14191.56,Abierto,fecha_error
1314,4439,,5353.68,Cerrado,fecha_error
1315,13728,,1.40991,Abierto,fecha_error
1316,12800,,,Abierto,"fecha_error,monto_error"
1317,19371,,,Cerrado,"fecha_error,monto_error"
1318,13716,,10715.88,Rechazado,fecha_error
1319,5559,,,Rechazado,"fecha_error,monto_error"
1320,4918,,1501.08,,fecha_error
1321,5808,,13056.06,Cerrado,fecha_error
1322,7393,2025-05-19,,,monto_error
1323,16976,,10001.37,Abierto,fecha_error
1324,16939,,10120.18,Cerrado,fecha_error
1325,6766,,,Abierto,"fecha_error,monto_error"
1326,21581,,13247.47,,fecha_error
1327,5838,,5233.17,Cerrado,fecha_error
1328,23471,,5596.99,Abierto,fecha_error
1330,12750,,8095.69,Abierto,fecha_error
1331,4675,,8.6577,Abierto,fecha_error
1333,4591,,12730.18,Abierto,fecha_error
1334,7227,,804.95,Cerrado,fecha_error
1335,23315,,14684.93,,fecha_error
1336,21837,,3334.44,Cerrado,fecha_error
1337,17413,,10772.53,Cerrado,fecha_error
1338,15367,,,Abierto,"fecha_error,monto_error"
1339,9171,,,Cerrado,"fecha_error,monto_error"
1341,23276,,12.49618,Cerrado,fecha_error
1342,20930,,,,"fecha_error,monto_error"
1343,4046,,10329.5,Abierto,fecha_error
1344,19571,,8283.79,Abierto,fecha_error
1345,21223,,9.0743,Cerrado,fecha_error
1346,22227,,2622.23,Abierto,fecha_error
1347,15514,,12002.76,,fecha_error
1349,12103,,682.74,Abierto,fecha_error
1350,5092,,500.96,Abierto,fecha_error
1351,563,,,Cerrado,"fecha_error,monto_error"
1352,734,,7397.35,Cerrado,fecha_error
1353,7303,,5.68067,Cerrado,fecha_error
1354,3772,,10725.18,Abierto,fecha_error
1355,12151,,4698.5,,fecha_error
1356,23951,,12068.19,Cerrado,fecha_error
1357,22130,,11891.95,,fecha_error
1358,23652,,5850.34,,fecha_error
1359,14693,,8.81351,Rechazado,fecha_error
1361,24260,,9.29289,Rechazado,fecha_error
1362,21685,,,Rechazado,"fecha_error,monto_error"
1363,13954,,9163.92,Abierto,fecha_error
1364,13980,,8707.04,,fecha_error
1365,2636,,5232.09,Abierto,fecha_error
1366,17006,,3.11071,Abierto,fecha_error
1367,6415,,2046.86,Cerrado,fecha_error
1368,8517,,1.48073,Cerrado,fecha_error
1369,20754,,8463.75,Cerrado,fecha_error
1370,12779,2026-02-21,,,monto_error
1371,7640,,,Cerrado,"fecha_error,monto_error"
1372,22316,,11612.33,Cerrado,fecha_error
1373,1379,,12470.22,,fecha_error
1374,23715,,9377.3,,fecha_error
1375,21863,,7731.57,Abierto,fecha_error
1376,23249,,5608.92,Abierto,fecha_error
1378,11583,,65877.0,Abierto,fecha_error
1379,25727,,,Rechazado,"fecha_error,monto_error"
1380,8316,,,Cerrado,"fecha_error,monto_error"
1381,10201,,3670.1,Cerrado,fecha_error
1382,24644,,13.16199,Cerrado,fecha_error
1384,3654,,8018.27,Cerrado,fecha_error
1386,15656,,12330.75,Abierto,fecha_error
1387,11547,,9.45198,Cerrado,fecha_error
1388,2414,,,Abierto,"fecha_error,monto_error"
1389,20596,,14855.63,,fecha_error
1390,24285,,1372.5,Abierto,fecha_error
1391,14555,,12680.32,Rechazado,fecha_error
1393,4540,,768.87,Rechazado,fecha_error
1394,21463,,3.6365,,fecha_error
1395,6852,,12344.54,Abierto,fecha_error
1396,21395,,5952.86,Rechazado,fecha_error
1398,13443,,4.31821,Cerrado,fecha_error
1399,3874,,9300.73,Abierto,fecha_error
1400,19676,2025-06-03,,,monto_error
1401,23112,,4658.41,Abierto,fecha_error
1403,4283,,2.63356,Cerrado,fecha_error
1404,14776,,13119.37,,fecha_error
1405,8294,,,Cerrado,"fecha_error,monto_error"
1406,8719,,5915.97,Abierto,fecha_error
1407,13052,,,,"fecha_error,monto_error"
1408,11496,,4223.35,Cerrado,fecha_error
1409,2869,,1436.35,Abierto,fecha_error
1410,15619,,50916.0,Abierto,fecha_error
1411,10651,,,Abierto,"fecha_error,monto_error"
1413,25745,,,Cerrado,"fecha_error,monto_error"
1414,25620,,8940.16,,fecha_error
1415,9335,,,Abierto,"fecha_error,monto_error"
1416,1806,,3.31922,Cerrado,fecha_error
1417,21070,,10.90282,,fecha_error
1419,22929,,14636.87,Cerrado,fecha_error
1420,9081,,,Abierto,"fecha_error,monto_error"
1421,11500,,3250.69,Cerrado,fecha_error
1422,11242,,5377.58,Cerrado,fecha_error
1423,20759,,8372.01,Abierto,fecha_error
1424,21782,2025-07-31,,Rechazado,monto_error
1425,3831,,4022.3,Abierto,fecha_error
1426,15555,,11281.7,Abierto,fecha_error
1427,9624,,3204.41,,fecha_error
1428,5384,,,Rechazado,"fecha_error,monto_error"
1429,6094,,5609.24,Abierto,fecha_error
1430,13806,,4148.18,,fecha_error
1431,9337,,,Rechazado,"fecha_error,monto_error"
1433,7520,,4.77921,,fecha_error
1434,7243,,9.4054,Abierto,fecha_error
1435,19763,,8214.41,,fecha_error
1436,9916,,7.88142,Abierto,fecha_error
1437,11222,,,Rechazado,"fecha_error,monto_error"
1439,9524,,9763.54,Cerrado,fecha_error
1441,11343,,,Rechazado,"fecha_error,monto_error"
1442,10386,,3876.08,Rechazado,fecha_error
1443,3844,,11811.71,Rechazado,fecha_error
1444,24168,,14088.58,Cerrado,fecha_error
1445,18385,,,Cerrado,"fecha_error,monto_error"
1446,24075,,13.16451,Cerrado,fecha_error
1447,21799,,,Abierto,"fecha_error,monto_error"
1450,9478,,,Abierto,"fecha_error,monto_error"
1451,6017,,10.7909,Abierto,fecha_error
1453,6962,,1.9606,Rechazado,fecha_error
1454,13894,,,Cerrado,"fecha_error,monto_error"
1455,6845,,6984.65,Abierto,fecha_error
1456,6309,,11.70465,Cerrado,fecha_error
1457,7235,,9.94398,Rechazado,fecha_error
1458,2953,,11.07001,,fecha_error
1459,24954,,,Abierto,"fecha_error,monto_error"
1460,14525,,11664.98,Cerrado,fecha_error
1461,13174,,,Cerrado,"fecha_error,monto_error"
1462,19453,,9532.75,,fecha_error
1463,16375,,14655.63,,fecha_error
1464,6576,,1345.69,,fecha_error
1466,24405,,,,"fecha_error,monto_error"
1467,8091,,10.06734,Cerrado,fecha_error
1469,1197,,11.25578,,fecha_error
1470,14357,,14.73422,Abierto,fecha_error
1471,11356,,11938.75,,fecha_error
1472,25735,,273.0,Rechazado,fecha_error
1473,6774,,12349.69,Abierto,fecha_error
1475,17162,,12.6642,Cerrado,fecha_error
1476,15429,,3.4557,Cerrado,fecha_error
1477,1797,,7228.05,Abierto,fecha_error
1478,17213,,6066.61,Abierto,fecha_error
1479,13889,,,Rechazado,"fecha_error,monto_error"
1481,21619,,,Abierto,"fecha_error,monto_error"
1482,12339,,3.41132,Abierto,fecha_error
